"Story","Title","Result","Date","Stability","Duration (s)"
"Book a flight","Book the cheaper flight in Vivaair from Medellin to Bogota","SUCCESS","2021-03-26T18:03:37.5-05:00[America/Bogota]","0.0","52.9"
